Prospectus ID,Original Filename,Section ID,Section Title,Subsection ID,Subsection Title,Subsubsection ID,Subsubsection Title,Subsubsection Text,Market Dynamics - a,Market Dynamics - b,Market Dynamics - c,Parsing Error
43,Offerings 2021.pdf,1,RISK FACTORS,1.8,,1.8.1,,"_An investment in the Notes involves a high degree of risk. In addition to the other information contained in this Offering Memorandum, you should carefully consider the following risk factors before purchasing the Notes. The risks and uncertainties described below are not the only ones that the Group faces. Additional risks and uncertainties that we are not aware of or that the we currently believe are immaterial could also have a material adverse effect on our business, results of operations, financial condition, cash flows, competitive position and prospects. If any of the possible events described below occurs, our business, financial condition, results of operations, cash flows, competitive position and prospects could be materially and adversely affected. If that happens, the Issuer may not be able to pay interest or principal on the Notes when due and you could lose all or part of your investment. This Offering Memorandum also contains forward-looking statements that involve risks and uncertainties. Our actual results may differ materially from those anticipated in these forward-looking statements as a result of various factors, including the risks described below and elsewhere in this Offering Memorandum._",,,,N/A
44,Final Offerings 2021.pdf,1,RISK FACTORS,1.1,Risks Related to Our Business,1.1.1,"Our business, financial condition and results of operations have been and may continue to be, adversely affected by the COVID-19 pandemic or other similar pandemics.","The COVID-19 outbreak and spread of the virus globally has adversely affected global macroeconomic conditions and spurred an economic downturn that has led to increased unemployment, lack of real wage increases and static or falling benefits, which have, in turn, negatively impacted consumer confidence and generally fostered more price conscious spending, including in France. COVID-19 has had a significant impact on our operations, including by requiring us to manage the numbers of customers in our restaurants, reduce or temporarily close the operation of certain of our restaurants following evolving guidelines or orders by the French government, invest in protective and other safety equipment and increase our reliance on home delivery and Click & Collect purchase options. We have also faced the risk of product delivery delays or shortages as suppliers adapted to government-mandated restrictions. Further, as a result of the pandemic and government-imposed lockdown restrictions, consumers’ expectations with regard to eating out, particularly with regard to safety and convenience, have changed. For example, the pandemic significantly accelerated the trend of consumer reliance on food delivery options. If consumers’ heavy reliance on delivery services continues and if the trend towards a long-term increase in delivery services compared to pre-pandemic levels is confirmed, even upon the easing of pandemic restrictions, we may continue to face in the longer-term the inherent risks associated with delivery services. See “—Our business is affected by _changes in consumer preferences and perceptions” for a description of the risks associated with a_ sustained level of increased delivery activity. As from March 2020, as a response to COVID-19, we complied with government-mandated shutdowns of restaurants, country-wide lockdowns and safety measures across all our operations in France. As a result of the first lockdown in France, a large majority of our restaurants were shut down from March 17, 2020 through the end of April 2020, after which we underwent, and are still undergoing, a period of gradual and progressive reopening of all our restaurants. We currently only have three remaining restaurants that have not yet reopened: two of which are located in airports, one of which is located in a train station and one of which is located at La Cité des Sciences in Paris and is scheduled to reopen in the short term. During the second lockdown, which was followed by a nationwide curfew, we were able to keep most of our restaurants open, however we experienced reduced sales as a result of the lockdown restrictions. In addition, the French government announced a range of measures to 38 ----- support businesses affected by COVID-19. However, due to the size of our Group, we are limited in the government aid we can receive and, even when we are able to obtain such governmental aid, its impact is usually limited. To support our franchisees throughout the evolution of these restrictions, and in order to allow our franchisees to resume their operations following the first lockdown of 2020, we agreed to implement certain temporary royalty adjustments, which resulted in reduced revenues from our franchisees during this period. Further, as lessors of the restaurant premises under our Company Restaurants and Franchise with Lease Management Restaurants, we were forced to renegotiate certain of our leases with the landlords of such restaurants as their revenues decreased during this period. See “—We are _subject to risks associated with leasing substantial amount of space, including future increases in occupancy costs” for a description of the potential long-term impacts of such exceptional lease_ renegotiations with our landlords. Despite ongoing vaccination rollouts, COVID-19 outbreaks remain prevalent around the world as new, more contagious strains of the virus emerge. Beginning at the end of July 2021, France has mandated the health pass (pass sanitaire) system, whereby individuals seeking to access a number of public locations, including as of August 9, 2021, restaurants, malls and long-distance public transportation, must provide proof of vaccination status or present a negative COVID-19 test. The initial enforcement of the health pass in August 2021 has had an initial negative impact on our sales which has since decreased. We cannot predict whether such an impact will continue in the future and there remains significant uncertainty around the breadth and duration of business disruptions related to COVID-19. For example, following the COVID-19 outbreak, the restaurant industry has experienced difficulty in recruiting and retaining employees. This challenging recruitment environment may be further burdened in the short-term by the national requirement since August 30, 2021 for all employees working in contact with the public, which includes our in-store employees, to provide their employers with a valid health pass. The extent to which COVID-19 impacts our results of operations will depend on the ongoing development of the virus, which is highly uncertain and cannot be predicted. Any future mandatory shutdowns, reductions in operations or other restrictions could have a material adverse effect on our business, financial condition, results of operations and prospects. We cannot predict whether such challenging economic conditions will have any long-term effects on consumer confidence, our prices and input costs, demand for dining out experiences or volatility of raw material prices, nor can we predict if the state of the global economy will deteriorate further or when it will improve at a consistent rate. These factors may therefore continue to adversely affect our business, financial condition and results of operations. Further, following the COVID-19 pandemic, most insurance companies have begun to exclude pandemics from their insurance coverage of operating losses. To the extent we renew our insurance coverage or face a subsequent pandemic, our insurance coverage of the negative impact of the COVID-19 pandemic (or other pandemics) on our operating losses would no longer be subject to coverage. Any of the foregoing risks could materially and adversely affect our business, financial condition and results of operations. To the extent COVID-19 continues to adversely affect general economic conditions or our business, operations, financial condition or operating results, it may also have the effect of heightening one or several other risks described in this “Risk Factors” section. For more details on how COVID-19 has impacted, and may continue to impact, our business, see “Management’s Discussion and Analysis of Financial Condition and Results of Operations—Key _Factors Affecting Our Results of Operations—Impact of the COVID-19 pandemic”._",,,,N/A
44,Final Offerings 2021.pdf,1,RISK FACTORS,1.1,Risks Related to Our Business,1.1.2,"We operate in a highly competitive industry, and our business and financial results may be adversely affected by actions of our competitors and our failure to respond to competitive pressures.","The restaurant industry in France is highly competitive. We compete primarily with other well-established international fast food restaurant chains and franchises (such as McDonald’s, our main 39 ----- competitor with a dominant market share), as well as other regional and local QSR restaurants on the basis of product choice, quality, affordability, service, location and the nature and condition of the restaurants in our network. The restaurant industry has few barriers to entry for opening one or numerous points of sale and therefore new competitors may emerge at any time. We may lose market share to well-established companies such as McDonald’s. Other international and national QSR chains such as KFC and Subway may also take market share as they expand in France, and new chains may enter the market. We also compete with QSR restaurants that focus on sandwiches or offer alternative menus, such as Paul, Brioche Dorée, Exki and Prêt à Manger as well as “fast casual” restaurants. Lastly, we also compete with certain segments of the food industry, such as convenience stores, delicatessens and prepared food counters in grocery stores as well as online food options from our competitors through ordering services platforms such as Deliveroo, Uber Eats and Just-Eat. Our ability to compete depends on our ability to expand our network and continue to modernize and refurbish certain of our existing restaurants, develop and roll-out new products and product line extensions, effectively respond to consumer preferences, manage the complexity of our restaurant operations and franchisee network as well as the impact of our competitors’ actions, and maintain our customer’s perception of the quality and value of our products. The Burger King brand, which returned to France in 2012, is a relatively new brand compared to our main competitor, McDonald’s, which has been present in France since the 1970s and has a more established market presence, with more than three times as many restaurants and substantially greater financial resources than we do. See “—Our main competitor has a substantially larger network than we _do, and therefore we may be at a disadvantage in competing with it”._ In addition to competing for customers, we also compete for franchisees, management personnel and employees. Our competitors may be able to offer greater resources and benefits to their franchisees (for example, in terms of lower franchise royalties, advertising programs, greater training and more extensive franchise support), as well as better salaries, compensation and benefits to their management personnel and employees, all of which may enable them to attract and retain franchisees, management personnel and employees more effectively than we can. The market for suitable restaurant locations is also highly competitive and QSR companies, restaurant chains and other retail companies compete for prime real estate sites. As a result of their size advantage and/or their greater financial resources, some of our competitors may have the ability to negotiate more favorable commercial lease terms than we can, and some landlords and developers may offer priority or grant exclusivity to some of our competitors for desirable locations. As a result, we may not be able to obtain leases for new restaurants or renew leases for existing restaurants on acceptable terms, if at all, which could adversely affect our business, results of operations and financial condition. Furthermore, to the extent that one of our existing or future competitors offers items that are better priced or more appealing to consumer tastes, increases the number of restaurants it operates in one of our key markets, rebrands its restaurant portfolio to better enhance the restaurant experience or has more effective advertising and marketing programs than we do, our revenue and those of our franchisees could be adversely affected. If we are unable to maintain our competitive position, we could experience downward pressure on prices, lower demand for our products, reduced margins, the inability to take advantage of new business opportunities and the loss of market share, which could adversely affect our business, results of operations and financial condition.",,,,N/A
44,Final Offerings 2021.pdf,1,RISK FACTORS,1.1,Risks Related to Our Business,1.1.3,"Our main competitor has a substantially larger network than we do, and therefore we may be at a disadvantage in competing with it.","Our main competitor, McDonald’s, through its French master franchisee, is a well-established branded chain and has substantially greater financial resources, higher revenue and greater economies of scale than we do. According to the NPD Group, McDonald’s had a market share of 69% in the QSHR category of the QSR segment for the first quarter of 2021 based on the SWS of burgers. Its significantly greater size may enable McDonald’s to negotiate lower prices than we can from our suppliers (for 40 ----- example, in respect of raw materials) or better absorb increases in its cost base (for example, due to inflation of raw material prices and increases in labor, rental and other operating costs). McDonald’s also has a denser network of restaurants in France than Burger King, with approximately 1,500 restaurants (as of June 2021) for McDonald’s, compared to 412 restaurants (as of June 2021) for Burger King (including 399 restaurants under the Burger King brand, 11 Quick restaurants to be converted or definitively closed in the short-term and two Quick restaurants under conversion). These competitive advantages may enable it to react to changes in pricing more quickly and more effectively than we can. McDonald’s can and does spend significantly more on advertising, marketing and other promotional activities than we do, which may give it a competitive advantage through higher levels of brand awareness among consumers. In addition, McDonald’s and other competitors may be able to deploy greater resources in order to accelerate restaurant openings and refurbishment efforts, to rapidly expand their offer of new products or to implement aggressive product discounting, all of which could give them a competitive advantage over us and could therefore adversely affect our business, results of operations and financial condition. Under challenging economic conditions, the competitive advantages resulting from greater financial resources and economies of scale may intensify, thereby permitting McDonald’s or other competitors to gain market share. If we are unable to maintain our competitive position, we could experience downward pressure on prices, lower demand for our products, reduced margins and revenue from Company Restaurants and royalty payments from Franchise Restaurants, the inability to take advantage of new business opportunities and the loss of market share, all of which could adversely affect our business, results of operations and financial condition.",,,,N/A
44,Final Offerings 2021.pdf,1,RISK FACTORS,1.1,Risks Related to Our Business,1.1.4,Our business depends on the health of the French economy as the sole country in which we operate.,"Our revenue and profitability are strongly correlated to consumer discretionary spending, which is influenced by general economic conditions, unemployment levels, the availability of discretionary income and consumer confidence, particularly in the communities where our restaurants are located. Because our restaurants are exclusively located in France, any deterioration in the French economy could have a significant effect on our overall business, results of operations and financial condition. According to INSEE, French GDP grew at only 1.9% in 2018 and 1.8% in 2019, followed by a significant drop of 7.9% in 2020, which is mainly attributed to the impact of the COVID-19 pandemic. While French GDP slightly rose in the first quarter of 2021 by 0.4%, a rebound to pre-pandemic levels may take longer than anticipated as the health crisis evolves, which could translate in a slow recovery of consumer confidence and therefore in lower consumption levels. Significant events such as sustained impact to the French economy as a result of the ongoing health crisis and political uncertainty tied to upcoming elections in France and other EU member states, could result in the implementation of strong protectionist measures and may affect the recovery of the Eurozone, including the French economy or lead to additional exits from the EU or the Eurozone. Furthermore, potential EU instability may have important consequences on our ability to obtain supplies from other EU countries at reasonable costs. A sustained economic downturn could cause our suppliers difficulty in accessing financing, which could lead to insolvency or general decline in the financial condition of our suppliers resulting in disruptions in our supplies. The occurrence of any of the foregoing could adversely affect our business, results of operations and financial condition.",,,,N/A
44,Final Offerings 2021.pdf,1,RISK FACTORS,1.1,Risks Related to Our Business,1.1.5,"Our business, results of operations and financial condition can be adversely affected by unforeseen events, such as pandemics, terrorist attacks, natural disasters or catastrophic events.","Unforeseen events, such as terrorist attacks, public health crises, such as pandemics and epidemics, natural disasters, sustained episodes of inclement weather or other catastrophic events can adversely impact our and our franchisees’ restaurant sales and may discourage our customers from dining out, thereby reducing footfall to our and our franchisees’ restaurants. For example, both Burger King’s results of operations for the year ended December 31, 2015 were adversely affected by the terrorist attacks in Paris. Such events, even when outside of France, could dampen consumer spending 41 ----- among French consumers, reduce footfall and prevent us from operating our restaurants at peak capacity or cause disruptions to our supplies. Because a significant portion of our restaurants operating costs is fixed or semi-fixed in nature, the loss of revenue following such events harms our operating margins and can result in restaurant operating losses. In addition, other developments, such as strikes, boycotts, traffic blockades, both nationally and in areas in which our restaurants operate, social and economic instability, civil disturbances, government-imposed lockdowns, or similar events, could adversely affect our business, results of operations and financial condition. For example, our operations in France were most impacted by the Yellow Vests (Gilet Jaune) protests, which caused intermittent traffic blockades and transportation disruptions, particularly in downtown areas, limiting foot traffic and access to our restaurants, during the period from roughly November 2018 through early 2019. Any similar events in the future could have a material impact on our business, results of operations and financial condition.",,,,N/A
44,Final Offerings 2021.pdf,1,RISK FACTORS,1.1,Risks Related to Our Business,1.1.6,We hold a master franchise for the Burger King trademarks and trade names in France and are therefore highly dependent on our franchisor.,"In 2013, we entered into the twenty-year Master Franchise Agreement with BK Europe, the duration of which has since been amended in the context of the COVID-19 pandemic to extend for an additional year through December 31, 2034, pursuant to which we have the exclusive right to use certain trademarks and trade names associated with Burger King in France, open and operate Burger King Company Restaurants and select and offer sub-franchisees the right to operate such restaurants. We do not own the Burger King brand, and we are therefore highly dependent on our franchisor, BK Europe and its ultimate parent, Burger King Corporation (“BKC”). Moreover, the Master Franchise Agreement contains certain customary undertakings, and failure to reach certain restaurant opening milestones may result in fines or early termination in certain circumstances (e.g., failure to reach pre-determined new restaurant opening targets or to pay royalties when due). If the Master Franchise Agreement were terminated, all rights granted to Burger King France under the Master Franchise Agreement (including the development rights) shall terminate, and BK Europe and/or its designee may develop, open and operate, and approve third parties to develop, open and operate, Burger King restaurants in France. As a consequence, we would not be able to continue to expand our network and realize our anticipated economies of scale as a master franchisee in France, although our rights and obligations under the then existing company franchise agreements shall remain unaffected solely by reason of such termination, and that any then existing franchise agreements (whether pure franchise or with management lease) shall remain in full force and effect and we shall be able to continue receiving payments thereunder until their respective terms. The early termination of the Master Franchise Agreement with BK Europe could adversely affect our business, results of operations and financial condition. We cannot control or influence the actions of our master franchisor, and our master franchisor may take actions that could harm us. For example, BK Europe may at any time have economic, business or legal interests or goals that are inconsistent with ours. Certain actions taken by BK Europe, including those involving the Burger King brand, may adversely affect our business operations such as BKC requiring its franchisees to adopt a product offering that we do not believe would be popular with consumers in France. Moreover, if BK Europe does not adequately protect the Burger King brand and other intellectual property rights, our competitive position, business, results of operations and financial condition could be adversely affected. Additionally, pursuant to the Master Franchise Agreement with BK Europe, we are required to comply with operational programs established by our master franchisor. For example, the Master Franchise Agreement requires that our restaurants comply with specified design criteria. In addition, our master franchisor generally has the right to require us to remodel our restaurants to conform to the then-current image of Burger King, which may require the expenditure of considerable funds. Failure to conform to these requirements could constitute a breach of the Master Franchise Agreement, which could adversely affect our competitive position, business, results of operations and financial condition. 42 ----- See “Business—Our Business—Restaurant operations—Franchise Restaurants”.",,,,N/A
44,Final Offerings 2021.pdf,1,RISK FACTORS,1.1,Risks Related to Our Business,1.1.7,Our success is directly related to the success of the Burger King brand worldwide.,"As a master franchisee, our success is, to a large extent, directly related to the success of the Burger King brand, including the financial condition, advertising programs, new product development, overall quality of operations of the BKC group and the successful and consistent operation of Burger King restaurants by other franchisees in other countries, over which we have no control. We cannot assure you that the Burger King brand will be able to compete effectively with other well-established international QSR chains. As a result, any impairment of the brand or adverse publicity anywhere in the world could adversely affect our business, results of operations and financial condition.",,,,N/A
44,Final Offerings 2021.pdf,1,RISK FACTORS,1.1,Risks Related to Our Business,1.1.8,"Food safety, food-traceability, food-borne illness and hygiene-related concerns, including failure by third-parties and us to supply or handle food products in compliance with food safety regulations or our requirements, may adversely affect our business, results of operations and financial condition.","Food safety, food-traceability (including in respect of product origins, freshness and conditions of preservation through the supply chain) and hygiene are top priorities, and we dedicate substantial resources to ensure that our customers enjoy safe, quality food products in a clean environment. However, food-borne illnesses, such as E. coli, bovine spongiform encephalopathy or “mad cow disease”, hepatitis A, trichinosis or salmonella, and food safety issues have occurred in the food industry in the past, and could occur in the future. New illnesses resistant to existing precautions or diseases with long incubation periods may develop in the future, such as mad cow disease, which could give rise to claims or allegations on a retroactive basis. Risks to the health of our customers can arise from our supply and logistics chain, which we do not control, and at our Company Restaurant and Franchise Restaurant locations. We rely on third party food suppliers, distributors, logistics and warehousing partners to supply ingredients used in the preparation of the meals we sell, including sauces, meat and fresh produce. Although such third parties are subject to regulations, including food safety and environmental regulations, such regulations may not prevent such third parties from experiencing problems related to food safety and hygiene. As a result, our reliance on third party food suppliers, distributors, logistics and warehousing partners increases the risk that food-borne illness incidents could be caused by factors outside of our control and that multiple locations would be affected rather than a single restaurant. In addition, although we maintain operational controls and provide employee and franchisee training at our Company Restaurants and Franchise Restaurants aimed at preventing food-borne illnesses, food tampering and other food safety issues, we can provide no assurance that these measures will be sufficient. Any report or publicity linking us, one of our franchisees or Burger King restaurants in other countries to instances of food-borne illness or other food safety issues, including food tampering or contamination, could adversely affect the Burger King brand, along with our revenue and profits. Outbreaks of disease, including influenza, or the continued emergence of COVID-19 variants, could reduce footfall in our restaurants. If customers were to become ill from food-borne or hygiene-related illnesses, we could also be forced to temporarily close some restaurants and, more significantly, the Burger King brand and reputation could be damaged, which could result in a decline in sales, thereby negatively affecting our business, results of operations and financial condition. Additionally, failure by any of our third party food suppliers, distributors, logistics and warehousing partners to comply with regulations, allegations of compliance failure, claims of intentional or negligent contamination of ingredients and raw materials or prolonged and intense negative publicity may disrupt their operations and result in a disruption of our food supply. Disruption of our third party food suppliers, distributors, logistics and warehousing partners’ operations could in turn reduce or impair our supply of ingredients or other raw materials, which could have a material adverse effect on our business, financial condition and results of operations. In addition, instances of food-borne illness, food tampering or food contamination occurring at restaurants of competitors could also adversely affect our business, results of operations and financial condition as a result of negative publicity about the foodservice industry generally. 43 ----- The occurrence of food-borne illnesses or food safety issues could also adversely affect the price and availability of ingredients, which could result in supply chain disruptions, significantly increasing our costs and/or lowering margins for us and our franchisees. In addition, our industry has long been subject to the threat of food tampering by suppliers, employees or guests, such as the addition of foreign objects in the food that we sell. Reports of alleged injuries caused by food tampering have in the past severely injured the reputations of restaurant chains in the QSR segment and could negatively affect us in the future as well. In addition, the QSR industry is currently under heightened journalistic, legislative and regulatory scrutiny stemming from the perception that some QSR products have contributed to widespread medical problems, such as obesity and diabetes. Compliance with consumer health laws and regulations, such as those regarding the ingredients and nutritional content of our menu items, may be costly and time-consuming. Additionally, if such laws and regulations change significantly, we may be required to modify or discontinue certain menu items, and we may experience higher costs associated with the implementation of those changes. We cannot make any assurances regarding our ability to effectively respond to changes in consumer health regulations or our ability to successfully implement the nutrient content disclosure requirements and to adapt our menu accordingly. The imposition of menu-labeling laws could have an adverse effect on our business, results of operations and financial conditions, as well as on the QSR industry in general.",,,,N/A
44,Final Offerings 2021.pdf,1,RISK FACTORS,1.1,Risks Related to Our Business,1.1.9,"Increasing scrutiny and changing expectations from stakeholders with respect to our environmental, social and governance practices may impose additional costs on us or expose us to new or additional risks.","Companies across all industries are facing increased scrutiny from stakeholders related to their ESG practices. Investor advocacy groups, certain institutional investors, investment funds, other influential investors, lenders and other market participants are also increasingly focused on ESG practices and in recent years have placed increasing importance on the implications and social cost of their investments and consumer choices. Regardless of the industry, investors’ increased focus related to ESG and similar matters may hinder access to capital, as investors may decide to reallocate capital or to not commit capital as a result of their assessment of a company’s ESG practices. Companies which do not adapt to or comply with investor or other stakeholder expectations and standards, which are evolving, or which are perceived to have not responded appropriately to the growing concern for ESG issues, regardless of whether there is a legal requirement to do so, may suffer from reputational damage and the business, financial condition, and/or stock price of such a company could be materially and adversely affected. We have adopted certain practices and policies to align our ESG approach with our strategy in order to deliver long-term social, environmental and economic values across our business. See “Business—ESG & Sustainability”. However, our stakeholders may look to us to implement more or different ESG procedures, standards or goals in order to continue engaging with us, to remain invested in us, or before they make further investments in us. We may also face increasing pressures from investors, lenders and other market participants, who are increasingly focused on climate change, to prioritize sustainable energy practices, reduce our carbon footprint and promote sustainability. We are also subject to evolving environmental regulations, the implementation of which may be costly and timeconsuming. See “—We are subject to health, safety and environmental regulations, which could result _in increased costs and fines, as well as the potential for damage to our reputation”. As a result, we may_ be required to implement more stringent ESG procedures or standards so that our existing and future investors and lenders remain invested in us and make further investments in us. Additionally, we may face reputational challenges in the event our ESG procedures or standards do not meet the standards set by certain constituencies or such constituencies might not be satisfied with our efforts or the speed of adoption of ESG practices or polices. If we do not meet our stakeholders’ expectations or we are not effective in addressing social and environmental responsibility matters or achieving relevant sustainability goals, trust in our brand may suffer and our business and/or our ability to access capital could be harmed. 44 ----- These limitations in both the debt and equity capital markets may affect our ability to grow as our plans for growth may include accessing such capital markets. If those markets are unavailable, or if we are unable to access alternative means of financing on acceptable terms, or at all, we may be unable to implement our business strategy, which would have a material adverse effect on our business, financial condition and results of operations and may also impair our ability to service our indebtedness. Further, it is likely that we will incur additional costs and require additional resources to monitor, report and comply with wide-ranging ESG requirements. Concurrently with the Offering, on the Issue Date we plan to enter into the New Revolving Credit Facility Agreement, which will be a sustainability-linked financing. As a result, we will be required to maintain our sustainability targets in order to benefit from the pricing benefit associated with the sustainability-linked feature of the facility. Any failure to adhere to such targets could result in the payment of maximum amounts set forth under the terms of the financing. See “Description of Certain Financing Arrangements—New Revolving Credit Facility”. The occurrence of any of the foregoing could have a material adverse effect on our business, financial condition and results of operations.",,,,N/A
44,Final Offerings 2021.pdf,1,RISK FACTORS,1.1,Risks Related to Our Business,1.1.10,Our results of operations depend on the effectiveness of our marketing and advertising programs which in turn require the support of our franchisees for their success.,"The success of our Company Restaurants and our Franchise Restaurants is heavily influenced by innovative brand marketing and advertising, and depends upon the effectiveness of the advertising programs and promotions that we implement. Burger King France’s marketing and advertising programs must be approved by BKC, the owner of the Burger King brand. If BKC does not approve our marketing and advertising programs, we may have to develop replacement programs, which could involve additional significant costs and delay the implementation of our marketing and advertising programs. Moreover, if our marketing and advertising programs are not successful, if our competitors increase spending on advertising and promotion or if our marketing and advertising programs happen to coincide with a larger marketing and advertising program from one or more of our competitors thereby rendering our advertising program less visible or effective, we may not be able to attract new customers and retain existing customers and our business, results of operations and financial condition could be adversely affected. Our Franchise Restaurants and Company Restaurants contribute to our advertising fund based on a percentage of their gross sales. As a result, our advertising fund expenditures depend on sales volumes at system-wide restaurants. If System-wide sales decline, there will be a reduced amount available for our marketing and advertising programs. However, because of the significant financial resources of our main competitors which have larger marketing and advertising budgets than we do, we may have to maintain a certain level of marketing and advertising expenditure (notwithstanding any decline in sales) in order to compete and maintain our exposure in the market. In such circumstances, our margins may be diminished, which will have a negative effect on our results of operations. In addition, our margins may also be affected if the cost of mounting advertising campaigns increases. If our marketing and advertising programs are unsuccessful or are subject to an increase in cost, our business, results of operations and financial condition could be adversely affected.",,,,N/A
44,Final Offerings 2021.pdf,1,RISK FACTORS,1.1,Risks Related to Our Business,1.1.11,Our success depends substantially on our corporate reputation and on the value and perception of the Burger King brand.,"Our success depends in large part upon our ability and our franchisees’ ability to maintain and enhance the value of the Burger King brand in the eyes of our customers. Brand value is partly based on consumer perceptions of a variety of subjective qualities, some of which we may have limited or no control over. Isolated or repeated events that originate from us, our franchisees or suppliers, can significantly reduce brand value and consumer trust, particularly if the incidents receive considerable publicity or result in litigation. For example, the Burger King brand could be damaged by claims or perceptions about the quality or safety of our products or the quality of our suppliers and distributors, regardless of whether such claims or perceptions are true. Similarly, entities in our supply chain may engage in conduct, including alleged human rights abuses, that damages the Burger King brand or its 45 ----- reputation. Any such incidents could cause a decline in consumer confidence in, or negatively affect the perception of, the Burger King brand and/or our products and decrease the value of our brands as well as consumer demand for our products, which could result in lower revenue and profits. Additionally, our corporate reputation could suffer from a real or perceived failure of corporate governance or misconduct by a company officer or representative.",,,,N/A
44,Final Offerings 2021.pdf,1,RISK FACTORS,1.1,Risks Related to Our Business,1.1.12,"Our inability to control our franchisees may limit our ability to implement our strategic initiatives and could adversely affect our business, results of operations and financial condition.","As of June 30, 2021, approximately 83% of our Burger King restaurants were Franchise Restaurants under our Burger King brand (compared to 75% as of December 31, 2018) and approximately 17% of our Burger King restaurants were Company Restaurants (compared to 25% as of December 31, 2018). As such, we derive a significant portion of our revenue from Franchise Restaurants. Revenue from Franchise Restaurants consists of brand royalties and rent under Franchise with Lease Management agreements, each calculated on the basis of a percentage of sales. Consequently, our results of operations depend substantially upon our franchisees’ sales volumes. Our franchisees are independent operators and, while we can mandate certain operational standards and procedures through the enforcement of our franchise agreements, we may not be able to quickly respond to franchisees that do not uphold these standards. In addition, we cannot prevent our franchisees from incurring indebtedness or conducting other businesses that could adversely affect their financial viability, nor can we control many other factors that impact the profitability of our Franchise Restaurants. Furthermore, franchisees may be less directly interested in preserving or enhancing the Burger King brand and reputation than we are. Franchisees may operate their restaurants in a manner inconsistent with our standards and requirements, such as the cleanliness, service or quality standards set forth in our franchise agreements and manuals, or standards set by governmental laws and regulations. In addition, franchisees may fail to adequately hire and train qualified managers and other restaurant personnel. While we ultimately can terminate franchisees that do not comply with the terms and conditions of our franchise agreements, our brand and reputation may nonetheless suffer and our franchise business, results of operations and financial condition could be adversely affected. The support of our franchisees is important for the success of our promotional activities and the strategic initiatives that we seek to undertake, and the successful execution of these initiatives will depend on our ability to maintain alignment with our franchisees. While we can generally mandate certain strategic initiatives through enforcement of our franchise agreements, we need the active support, as well as the managerial competence and, in certain cases, the financial ability, of our franchisees if the implementation of these initiatives is to be successful. In addition, our efforts to secure alignment with franchisees may result in a delay in the implementation of our promotional activities and other key initiatives if we are not able to quickly obtain franchisee commitment and support. If a significant number of our franchisees are unwilling or unable to participate in the implementation of strategies that we believe are necessary to promote further growth, our business, results of operations and financial condition could be adversely affected.",,,,N/A
44,Final Offerings 2021.pdf,1,RISK FACTORS,1.1,Risks Related to Our Business,1.1.13,Our franchisees may not be willing or able to renew their franchise agreements with us.,We enter into two types of agreements with our franchisees: traditional franchise agreements (“Pure Franchise”) and franchise with lease management agreements (“Franchise with Lease,,,,N/A
44,Final Offerings 2021.pdf,1,RISK FACTORS,1.2,Management”). See “Business—Our Business—Restaurant operations—Franchise Restaurants—,1.2.1,"We are subject to risks associated with leasing substantial amount of space, including future increases in occupancy costs.","We currently lease the premises for all our Company Restaurants and Franchise with Lease Management Restaurants. Leases are generally for a fixed term between nine and twelve years and feature periodic increases based on indexation clauses. In addition, market practice for leasing commercial space in certain high value areas such as central Paris requires the payment of key money to lessors and/or the former tenant. Our ability to effectively renew our existing restaurant leases or obtain restaurant leases to open new restaurants depends on the availability of locations that meet our criteria for traffic, square footage, lease economics, demographics and other factors. We may not be able to renew our existing restaurant leases on favorable terms or at all, including, for example, when the landlord is able to establish statutory grounds for non-renewal or if the leases do not have the benefit of statutory or contractual rights of renewal. In addition, as a result of the COVID-19 pandemic, we were forced to renegotiate certain of our leases with our landlords. See “—Our business, financial condition and results of _operations have been and may continue to be, adversely affected by the COVID-19 pandemic or other similar pandemics”. This renegotiation may have an impact on our future leasing transactions moving_ forward as landlords who operate in the retail space may impose higher rents or new and stringent conditions that would prevent losses like those sustained as a result of pandemic-related lease 47 ----- renegotiations. We typically occupy our restaurants under operating leases with terms of nine to twelve years. Any favorable rental rates that we are able to negotiate upon entering such leases in the years when there are high vacancy rates are not guaranteed to continue, and this may force us to pay higher rents once those leases expire or restaurants are closed in desirable locations. In addition, under French law, the maximum increases in rent imposed by law do not apply to leases with a term in excess of nine years. For the twelve months ended June 30, 2021, leasehold and occupancy costs represented approximately 14% of our revenue; however, as we expand our restaurant base, our lease expenses and our cash outlays for rent under the lease agreements will increase. Our substantial operating lease obligations could have significant negative consequences, including: - requiring that a substantial portion of our available cash be applied to pay our rental obligations, thus reducing cash available for other purposes; - increasing our vulnerability to general adverse economic and industry conditions; - limiting our flexibility in planning for or reacting to changes in our business or in the industry in which we compete; and - limiting our ability to obtain additional financing. If an existing or future Company Restaurant or a Franchise with Lease Management Restaurant is not profitable and we decide to close it prior to expiration of the relevant lease, we would still be liable for the fulfillment of the obligations under the lease. In the event we decide to close any underperforming restaurant, we would have to renegotiate the terms of the lease agreement with the landlord for the remainder of the term of the lease and/or potentially assign or sub-lease the premises to a third-party. For additional information regarding our real estate, see “Business—Real Estate”.",,,,N/A
